lesmis/lesmis_0001.wav|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|7.63
lupincontresholme/lupincontresholme_2858.wav|Il s’interrompit de nouveau, et, se servant de ses mains à demi fermées comme de lorgnettes, il observa les rives. – Bigre !|Il s’interrompit de nouveau, et, se servant de ses mains à demi fermées comme de lorgnettes, il observa les rives. – Bigre !|8.28
lupincontresholme/lupincontresholme_2859.wav|ils ont frété un superbe canot, un vrai navire de guerre, et les voilà qui font force rames. Avant cinq minutes, ce sera l’abordage et je suis perdu.|ils ont frété un superbe canot, un vrai navire de guerre, et les voilà qui font force rames. Avant cinq minutes, ce sera l’abordage et je suis perdu.|9.51
lupincontresholme/lupincontresholme_2860.wav|Monsieur Sholmès, un conseil : vous vous jetez sur moi, vous me ficelez et vous me livrez à la justice de mon pays… ce programme vous plaît-il ?…|Monsieur Sholmès, un conseil : vous vous jetez sur moi, vous me ficelez et vous me livrez à la justice de mon pays ce programme vous plaît-il ?|9.47
lupincontresholme/lupincontresholme_2861.wav|À moins que d’ici là, nous n’ayons fait naufrage, auquel cas il ne nous resterait plus qu’à préparer notre testament. Qu’en pensez-vous ?|moins que d’ici là, nous n’ayons fait naufrage, auquel cas il ne nous resterait plus qu’à préparer notre testament. Qu’en pensez-vous ?|8.98
lupincontresholme/lupincontresholme_2862.wav|Leurs regards se croisèrent. Cette fois Sholmès s’expliqua la manœuvre de Lupin : il avait percé le fond de la barque. Et l’eau montait.|Leurs regards se croisèrent. Cette fois Sholmès s’expliqua la manœuvre de Lupin : il avait percé le fond de la barque. Et l’eau montait.|9.36
lupincontresholme/lupincontresholme_2863.wav|Elle gagna les semelles de leurs bottines. Elle recouvrit leurs pieds : ils ne firent pas un mouvement. Elle dépassa leurs chevilles :|Elle gagna les semelles de leurs bottines. Elle recouvrit leurs pieds : ils ne firent pas un mouvement. Elle dépassa leurs chevilles :|9.15
lupincontresholme/lupincontresholme_2864.wav|l’Anglais saisit sa blague à tabac, roula une cigarette et l’alluma. Lupin poursuivit :|l’Anglais saisit sa blague à tabac, roula une cigarette et l’alluma. Lupin poursuivit :|7.08
lupincontresholme/lupincontresholme_2865.wav|– Et ne voyez là, mon cher maître, que l’humble aveu de mon impuissance à votre égard.|– Et ne voyez là, mon cher maître, que l’humble aveu de mon impuissance à votre égard.|4.73
lupincontresholme/lupincontresholme_2866.wav|C’est m’incliner devant vous que d’accepter les seules batailles où la victoire me soit acquise, afin d’éviter celles dont je n’aurais pas choisi le terrain.|C’est m’incliner devant vous que d’accepter les seules batailles où la victoire me soit acquise, afin d’éviter celles dont je n’aurais pas choisi le terrain.|8.2
lupincontresholme/lupincontresholme_2867.wav|C’est reconnaître que Sholmès est l’unique ennemi que je craigne, et proclamer mon inquiétude tant que Sholmès ne sera pas écarté de ma route.|C’est reconnaître que Sholmès est l’unique ennemi que je craigne, et proclamer mon inquiétude tant que Sholmès ne sera pas écarté de ma route.|7.62
lupincontresholme/lupincontresholme_2868.wav|Voilà, mon cher maître, ce que je tenais à vous dire, puisque le destin m’accorde l’honneur d’une conversation avec vous. Je ne regrette qu’une chose,|Voilà, mon cher maître, ce que je tenais à vous dire, puisque le destin m’accorde l’honneur d’une conversation avec vous. Je ne regrette qu’une chose,|8.37
lupincontresholme/lupincontresholme_2869.wav|c’est que cette conversation ait lieu pendant que nous prenons un bain de pieds ! … Situation qui manque de gravité, je le confesse…|c’est que cette conversation ait lieu pendant que nous prenons un bain de pieds ! Situation qui manque de gravité, je le confesse|6.81
lupincontresholme/lupincontresholme_2870.wav|et que dis-je un bain de pieds ! … Un bain de siège plutôt ! L’eau en effet parvenait au banc où ils étaient assis,|et que dis-je un bain de pieds ! Un bain de siège plutôt ! L’eau en effet parvenait au banc où ils étaient assis,|7.31
lupincontresholme/lupincontresholme_2871.wav|et de plus en plus la barque s’enfonçait. Sholmès, imperturbable, la cigarette aux lèvres,|et de plus en plus la barque s’enfonçait. Sholmès, imperturbable, la cigarette aux lèvres,|7.06
lupincontresholme/lupincontresholme_2872.wav|semblait absorbé dans la contemplation du ciel.|semblait absorbé dans la contemplation du ciel.|3.24
lupincontresholme/lupincontresholme_2873.wav|Pour rien au monde, en face de cet homme environné de périls, cerné par la foule, traqué par la meute des agents, et qui cependant gardait sa belle humeur, pour rien au monde il n’eût consenti à montrer, lui, le plus léger signe d’agitation.|Pour rien au monde, en face de cet homme environné de périls, cerné par la foule, traqué par la meute des agents, et qui cependant gardait sa belle humeur, pour rien au monde il n’eût consenti à montrer, lui, le plus léger signe d’agitation.|15.99
lupincontresholme/lupincontresholme_2874.wav|Quoi ! avaient-ils l’air de dire tous deux, s’émeut-on pour de telles futilités ? N’advient-il pas chaque jour que l’on se noie dans un fleuve ?|Quoi ! avaient-ils l’air de dire tous deux, s’émeut-on pour de telles futilités ? N’advient-il pas chaque jour que l’on se noie dans un fleuve ?|8.97
lupincontresholme/lupincontresholme_2875.wav|Est-ce là de ces événements qui méritent qu’on y prête attention ? Et l’un bavardait, et l’autre rêvassait,|Est-ce là de ces événements qui méritent qu’on y prête attention ? Et l’un bavardait, et l’autre rêvassait,|7.14
lupincontresholme/lupincontresholme_2876.wav|tous deux cachant sous un même masque d’insouciance le choc formidable de leurs deux orgueils. Une minute encore, et ils allaient couler.|tous deux cachant sous un même masque d’insouciance le choc formidable de leurs deux orgueils. Une minute encore, et ils allaient couler.|9.72
lupincontresholme/lupincontresholme_2877.wav|– L’essentiel, formula Lupin, est de savoir si nous coulerons avant ou après l’arrivée des champions de la justice. Tout est là.|– L’essentiel, formula Lupin, est de savoir si nous coulerons avant ou après l’arrivée des champions de la justice. Tout est là.|8.63
lupincontresholme/lupincontresholme_2878.wav|Car, pour la question du naufrage, elle ne se pose même plus. Maître, c’est l’heure solennelle du testament.|Car, pour la question du naufrage, elle ne se pose même plus. Maître, c’est l’heure solennelle du testament.|7.42
lupincontresholme/lupincontresholme_2879.wav|Je lègue toute ma fortune à Herlock Sholmès, citoyen anglais, à charge pour lui…|Je lègue toute ma fortune à Herlock Sholmès, citoyen anglais, à charge pour lui|6.28
lupincontresholme/lupincontresholme_2880.wav|mais, mon Dieu, qu’ils avancent vite, les champions de la justice ! Ah les braves gens ! Ils font plaisir à voir.|mais, mon Dieu, qu’ils avancent vite, les champions de la justice ! Ah les braves gens ! Ils font plaisir à voir.|7.41
lupincontresholme/lupincontresholme_2881.wav|Quelle précision dans le coup de rame ! Tiens, mais c’est vous, brigadier Folenfant ? Bravo ! L’idée du navire de guerre est excellente.|Quelle précision dans le coup de rame ! Tiens, mais c’est vous, brigadier Folenfant ? Bravo ! L’idée du navire de guerre est excellente.|9.7
lupincontresholme/lupincontresholme_2882.wav|Je vous recommanderai à vos supérieurs, brigadier Folenfant… est-ce la médaille que vous souhaitez ? Entendu… c’est chose faite.|Je vous recommanderai à vos supérieurs, brigadier Folenfant est-ce la médaille que vous souhaitez ? Entendu c’est chose faite.|8.79
lupincontresholme/lupincontresholme_2883.wav|Et votre camarade Dieuzy, où est-il donc ? Sur la rive gauche, n’est-ce pas, au milieu d’une centaine d’indigènes ?…|Et votre camarade Dieuzy, où est-il donc ? Sur la rive gauche, n’est-ce pas, au milieu d’une centaine d’indigènes ?|7.77
lupincontresholme/lupincontresholme_2884.wav|De sorte que, si j’échappe au naufrage, je suis recueilli à gauche par Dieuzy et ses indigènes, ou bien à droite par Ganimard et les populations de Neuilly.|De sorte que, si j’échappe au naufrage, je suis recueilli à gauche par Dieuzy et ses indigènes, ou bien à droite par Ganimard et les populations de Neuilly.|9.58
lupincontresholme/lupincontresholme_2885.wav|Fâcheux dilemme… Il y eut un remous.|Fâcheux dilemme Il y eut un remous.|4.09
lupincontresholme/lupincontresholme_2886.wav|L’embarcation vira sur elle-même, et Sholmès dut s’accrocher à l’anneau des avirons.|L’embarcation vira sur elle-même, et Sholmès dut s’accrocher à l’anneau des avirons.|6.75
lupincontresholme/lupincontresholme_2887.wav|– Maître, dit Lupin, je vous supplie d’ôter votre veste. Vous serez plus à l’aise pour nager. Non ? Vous refusez ?|– Maître, dit Lupin, je vous supplie d’ôter votre veste. Vous serez plus à l’aise pour nager. Non ? Vous refusez ?|8.88
lupincontresholme/lupincontresholme_2888.wav|Alors je remets la mienne. Il enfila sa veste, la boutonna hermétiquement comme celle de Sholmès, et soupira :|Alors je remets la mienne. Il enfila sa veste, la boutonna hermétiquement comme celle de Sholmès, et soupira :|8.41
lupincontresholme/lupincontresholme_2889.wav|– Quel rude homme vous faites ! Et qu’il est dommage que vous vous entêtiez dans une affaire… où vous donnez certes la mesure de vos moyens, mais si vainement !|– Quel rude homme vous faites ! Et qu’il est dommage que vous vous entêtiez dans une affaire où vous donnez certes la mesure de vos moyens, mais si vainement !|9.83
lupincontresholme/lupincontresholme_2890.wav|Vrai, vous gâchez votre beau génie…|Vrai, vous gâchez votre beau génie|4.2
lupincontresholme/lupincontresholme_2891.wav|– Monsieur Lupin, prononça Sholmès, sortant enfin de son mutisme, vous parlez beaucoup trop,|– Monsieur Lupin, prononça Sholmès, sortant enfin de son mutisme, vous parlez beaucoup trop,|6.6
lupincontresholme/lupincontresholme_2892.wav|et vous péchez souvent par excès de confiance et par légèreté. – Le reproche est sévère.|et vous péchez souvent par excès de confiance et par légèreté. – Le reproche est sévère.|7.4
lupincontresholme/lupincontresholme_2893.wav|– C’est ainsi que, sans le savoir, vous m’avez fourni, il y a un instant, le renseignement que je cherchais.|– C’est ainsi que, sans le savoir, vous m’avez fourni, il y a un instant, le renseignement que je cherchais.|6.87
lupincontresholme/lupincontresholme_2894.wav|– Comment ! Vous cherchiez un renseignement et vous ne me le disiez pas ! – Je n’ai besoin de personne.|– Comment ! Vous cherchiez un renseignement et vous ne me le disiez pas ! – Je n’ai besoin de personne.|7.8
lupincontresholme/lupincontresholme_2895.wav|D’ici trois heures je donnerai le mot de l’énigme à M. et Mme d’Imblevalle. Voilà l’unique réponse…|D’ici trois heures je donnerai le mot de l’énigme à Monsieur et Madame d’Imblevalle. Voilà l’unique réponse|9.13
lupincontresholme/lupincontresholme_2896.wav|Il n’acheva pas sa phrase. La barque avait sombré d’un coup, les entraînant tous deux.|Il n’acheva pas sa phrase. La barque avait sombré d’un coup, les entraînant tous deux.|5.73
lupincontresholme/lupincontresholme_2897.wav|Elle émergea aussitôt, retournée, la coque en l’air. Il y eut de grands cris sur les deux rives,|Elle émergea aussitôt, retournée, la coque en l’air. Il y eut de grands cris sur les deux rives,|7.21
lupincontresholme/lupincontresholme_2898.wav|puis un silence anxieux, et soudain de nouvelles exclamations : un des naufragés avait reparu. C’était Herlock Sholmès.|puis un silence anxieux, et soudain de nouvelles exclamations : un des naufragés avait reparu. C’était Herlock Sholmès.|9.47
lupincontresholme/lupincontresholme_2899.wav|Excellent nageur, il se dirigea à larges brassées vers le canot de Folenfant. – Hardi, Monsieur Sholmès, hurla le brigadier, nous y sommes…|Excellent nageur, il se dirigea à larges brassées vers le canot de Folenfant. – Hardi, Monsieur Sholmès, hurla le brigadier, nous y sommes|9.57
lupincontresholme/lupincontresholme_2900.wav|ne faiblissez pas… on s’occupera de lui après… nous le tenons, allez… un petit effort, Monsieur Sholmès… prenez la corde…|ne faiblissez pas on s’occupera de lui après nous le tenons, allez un petit effort, Monsieur Sholmès prenez la corde|8.74
lupincontresholme/lupincontresholme_2901.wav|L’Anglais saisit une corde qu’on lui tendait. Mais, pendant qu’il se hissait à bord, une voix, derrière lui, l’interpella :|L’Anglais saisit une corde qu’on lui tendait. Mais, pendant qu’il se hissait à bord, une voix, derrière lui, l’interpella :|7.8
lupincontresholme/lupincontresholme_2902.wav|– Le mot de l’énigme, mon cher maître, parbleu oui, vous l’aurez. Je m’étonne même que vous ne l’ayez pas déjà… et après ?|– Le mot de l’énigme, mon cher maître, parbleu oui, vous l’aurez. Je m’étonne même que vous ne l’ayez pas déjà et après ?|8.85
lupincontresholme/lupincontresholme_2903.wav|À quoi cela vous servira-t-il ? C’est justement alors que la bataille sera perdue pour vous…|quoi cela vous servira-t-il ? C’est justement alors que la bataille sera perdue pour vous|5.79
lupincontresholme/lupincontresholme_2904.wav|À cheval sur la coque dont il venait d’escalader les parois tout en pérorant, confortablement installé maintenant, Arsène Lupin poursuivait son discours avec des gestes solennels,|cheval sur la coque dont il venait d’escalader les parois tout en pérorant, confortablement installé maintenant, Arsène Lupin poursuivait son discours avec des gestes solennels,|10.84
lupincontresholme/lupincontresholme_2905.wav|et comme s’il espérait convaincre son interlocuteur. – Comprenez-le bien, mon cher maître, il n’y a rien à faire, absolument rien…|et comme s’il espérait convaincre son interlocuteur. – Comprenez-le bien, mon cher maître, il n’y a rien à faire, absolument rien|8.8
lupincontresholme/lupincontresholme_2906.wav|vous vous trouvez dans la situation déplorable d’un Monsieur… Folenfant l’ajusta : – Rendez-vous, Lupin.|vous vous trouvez dans la situation déplorable d’un Monsieur Folenfant l’ajusta : – Rendez-vous, Lupin.|7.04
lupincontresholme/lupincontresholme_2907.wav|– Vous êtes un malotru, brigadier Folenfant, vous m’avez coupé au milieu d’une phrase. Je disais donc… – Rendez-vous, Lupin.|– Vous êtes un malotru, brigadier Folenfant, vous m’avez coupé au milieu d’une phrase. Je disais donc – Rendez-vous, Lupin.|8.75
lupincontresholme/lupincontresholme_2908.wav|– Mais sacrebleu, brigadier Folenfant, on ne se rend que si l’on est en danger. Or vous n’avez pas la prétention de croire que je cours le moindre danger !|– Mais sacrebleu, brigadier Folenfant, on ne se rend que si l’on est en danger. Or vous n’avez pas la prétention de croire que je cours le moindre danger !|9.81
lupincontresholme/lupincontresholme_2909.wav|– Pour la dernière fois, Lupin, je vous somme de vous rendre. – Brigadier Folenfant, vous n’avez nullement l’intention de me tuer, tout au plus de me blesser,|– Pour la dernière fois, Lupin, je vous somme de vous rendre. – Brigadier Folenfant, vous n’avez nullement l’intention de me tuer, tout au plus de me blesser,|9.84
lupincontresholme/lupincontresholme_2910.wav|tellement vous avez peur que je m’échappe. Et si par hasard la blessure était mortelle ?|tellement vous avez peur que je m’échappe. Et si par hasard la blessure était mortelle ?|6.37
lupincontresholme/lupincontresholme_2911.wav|Non, mais pensez à vos remords, malheureux ! À votre vieillesse empoisonnée !… Le coup partit. Lupin chancela,|Non, mais pensez à vos remords, malheureux ! votre vieillesse empoisonnée ! Le coup partit. Lupin chancela,|8.26
lupincontresholme/lupincontresholme_2912.wav|se cramponna un instant à l’épave, puis lâcha prise et disparût.|se cramponna un instant à l’épave, puis lâcha prise et disparût.|7.92
lupincontresholme/lupincontresholme_2913.wav|Il était exactement trois heures lorsque ces événements se produisirent.|Il était exactement trois heures lorsque ces événements se produisirent.|5.06
lupincontresholme/lupincontresholme_2914.wav|À six heures précises, ainsi qu’il l’avait annoncé, Herlock Sholmès, vêtu d’un pantalon trop court et d’un veston trop étroit|six heures précises, ainsi qu’il l’avait annoncé, Herlock Sholmès, vêtu d’un pantalon trop court et d’un veston trop étroit|8.23
lupincontresholme/lupincontresholme_2915.wav|qu’il avait empruntés à un aubergiste de Neuilly, coiffé d’une casquette et paré d’une chemise de flanelle à cordelière de soie,|qu’il avait empruntés à un aubergiste de Neuilly, coiffé d’une casquette et paré d’une chemise de flanelle à cordelière de soie,|8.03
lupincontresholme/lupincontresholme_2916.wav|entra dans le boudoir de la rue Murillo, après avoir fait prévenir M. et Mme d’Imblevalle qu’il leur demandait un entretien.|entra dans le boudoir de la rue Murillo, après avoir fait prévenir Monsieur et Madame d’Imblevalle qu’il leur demandait un entretien.|8.64
lupincontresholme/lupincontresholme_2917.wav|Ils le trouvèrent qui se promenait de long en large. Et il leur parut si comique dans sa tenue bizarre qu’ils durent réprimer une forte envie de rire.|Ils le trouvèrent qui se promenait de long en large. Et il leur parut si comique dans sa tenue bizarre qu’ils durent réprimer une forte envie de rire.|9.07
lupincontresholme/lupincontresholme_2918.wav|L’air pensif, le dos voûté, il marchait comme un automate, de la fenêtre à la porte, et de la porte à la fenêtre,|L’air pensif, le dos voûté, il marchait comme un automate, de la fenêtre à la porte, et de la porte à la fenêtre,|7.17
lupincontresholme/lupincontresholme_2919.wav|faisant chaque fois le même nombre de pas, et pivotant chaque fois dans le même sens.|faisant chaque fois le même nombre de pas, et pivotant chaque fois dans le même sens.|5.3
lupincontresholme/lupincontresholme_2920.wav|Il s’arrêta, saisit un bibelot, l’examina machinalement, puis reprit sa promenade. Enfin, se plantant devant eux, il demanda :|Il s’arrêta, saisit un bibelot, l’examina machinalement, puis reprit sa promenade. Enfin, se plantant devant eux, il demanda :|9.53
lupincontresholme/lupincontresholme_2921.wav|– Mademoiselle est-elle ici ? – Oui, dans le jardin, avec les enfants.|– Mademoiselle est-elle ici ? – Oui, dans le jardin, avec les enfants.|5.92
lupincontresholme/lupincontresholme_2922.wav|– Monsieur le Baron, l’entretien que nous allons avoir étant définitif, je voudrais que Mlle Demun y assistât.|– Monsieur le Baron, l’entretien que nous allons avoir étant définitif, je voudrais que Mademoiselle Demun y assistât.|8.25
lupincontresholme/lupincontresholme_2923.wav|– Est-ce que, décidément… ? – Ayez un peu de patience, Monsieur.|– Est-ce que, décidément ? – Ayez un peu de patience, Monsieur.|4.41
lupincontresholme/lupincontresholme_2924.wav|La vérité sortira clairement des faits que je vais exposer devant vous avec le plus de précision possible. – Soit. Suzanne, veux-tu ?…|La vérité sortira clairement des faits que je vais exposer devant vous avec le plus de précision possible. – Soit. Suzanne, veux-tu ?|9.42
lupincontresholme/lupincontresholme_2925.wav|Mme d’Imblevalle se leva et revint presque aussitôt, accompagnée d’Alice Demun.|Madame d’Imblevalle se leva et revint presque aussitôt, accompagnée d’Alice Demun.|6.09
lupincontresholme/lupincontresholme_2926.wav|Mademoiselle, un peu plus pâle que de coutume, resta debout, appuyée contre une table et sans même demander la raison pour laquelle on l’avait appelée.|Mademoiselle, un peu plus pâle que de coutume, resta debout, appuyée contre une table et sans même demander la raison pour laquelle on l’avait appelée.|9.04
lupincontresholme/lupincontresholme_2927.wav|Sholmès ne parut pas la voir, et, se tournant brusquement vers M. d’Imblevalle, il articula d’un ton qui n’admettait pas de réplique :|Sholmès ne parut pas la voir, et, se tournant brusquement vers Monsieur d’Imblevalle, il articula d’un ton qui n’admettait pas de réplique :|8.87
lupincontresholme/lupincontresholme_2928.wav|– Après plusieurs jours d’enquête, Monsieur, et bien que certains événements aient modifié un instant ma manière de voir, je vous répéterai ce que je vous ai dit dès la première heure :|– Après plusieurs jours d’enquête, Monsieur, et bien que certains événements aient modifié un instant ma manière de voir, je vous répéterai ce que je vous ai dit dès la première heure :|9.07
lupincontresholme/lupincontresholme_2929.wav|la lampe juive a été volée par quelqu’un qui habite cet hôtel. – Le nom du coupable ? – Je le connais. – Les preuves ?|la lampe juive a été volée par quelqu’un qui habite cet hôtel. – Le nom du coupable ? – Je le connais. – Les preuves ?|9.74
lupincontresholme/lupincontresholme_2930.wav|– Celles que j’ai suffiront à le confondre. – Il ne suffit pas qu’il soit confondu. Il faut encore qu’il nous restitue… – La lampe juive ?|– Celles que j’ai suffiront à le confondre. – Il ne suffit pas qu’il soit confondu. Il faut encore qu’il nous restitue – La lampe juive ?|9.74
lupincontresholme/lupincontresholme_2931.wav|Elle est en ma possession. – Le collier d’opales ? La tabatière ?…|Elle est en ma possession. – Le collier d’opales ? La tabatière ?|5.31
lupincontresholme/lupincontresholme_2932.wav|– Le collier d’opales, la tabatière, bref tout ce qui vous fut dérobé la seconde fois est en ma possession.|– Le collier d’opales, la tabatière, bref tout ce qui vous fut dérobé la seconde fois est en ma possession.|6.72
lupincontresholme/lupincontresholme_2933.wav|Sholmès aimait ces coups de théâtre et cette manière un peu sèche d’annoncer ses victoires. De fait le Baron et sa femme semblaient stupéfiés,|Sholmès aimait ces coups de théâtre et cette manière un peu sèche d’annoncer ses victoires. De fait le Baron et sa femme semblaient stupéfiés,|9.47
lupincontresholme/lupincontresholme_2934.wav|et le considéraient avec une curiosité silencieuse qui était la meilleure des louanges. Il reprit ensuite par le menu le récit de ce qu’il avait fait durant ces trois jours.|et le considéraient avec une curiosité silencieuse qui était la meilleure des louanges. Il reprit ensuite par le menu le récit de ce qu’il avait fait durant ces trois jours.|9.8
lupincontresholme/lupincontresholme_2935.wav|Il dit la découverte de l’album, écrivit sur une feuille de papier la phrase formée par les lettres découpées,|Il dit la découverte de l’album, écrivit sur une feuille de papier la phrase formée par les lettres découpées,|5.56
lupincontresholme/lupincontresholme_2936.wav|puis raconta l’expédition de Bresson au bord de la Seine et le suicide de l’aventurier, et enfin la lutte que lui, Sholmès, venait de soutenir contre Lupin, le naufrage de la barque et la disparition de Lupin.|puis raconta l’expédition de Bresson au bord de la Seine et le suicide de l’aventurier, et enfin la lutte que lui, Sholmès, venait de soutenir contre Lupin, le naufrage de la barque et la disparition de Lupin.|13.48
lupincontresholme/lupincontresholme_2937.wav|Quand il eut terminé, le Baron dit à voix basse : – Il ne vous reste plus qu’à nous révéler le nom du coupable. Qui donc accusez-vous ?|Quand il eut terminé, le Baron dit à voix basse : – Il ne vous reste plus qu’à nous révéler le nom du coupable. Qui donc accusez-vous ?|9.71
lupincontresholme/lupincontresholme_2938.wav|– J’accuse la personne qui a découpé les lettres de cet alphabet, et communiqué au moyen de ces lettres avec Arsène Lupin.|– J’accuse la personne qui a découpé les lettres de cet alphabet, et communiqué au moyen de ces lettres avec Arsène Lupin.|7.69
lupincontresholme/lupincontresholme_2939.wav|– Comment savez-vous que le correspondant de cette personne est Arsène Lupin ? – Par Lupin lui-même.|– Comment savez-vous que le correspondant de cette personne est Arsène Lupin ? – Par Lupin lui-même.|6.9
lupincontresholme/lupincontresholme_2940.wav|Il tendit un bout de papier mouillé et froissé.|Il tendit un bout de papier mouillé et froissé.|3.23
lupincontresholme/lupincontresholme_2941.wav|C’était la page que Lupin avait arrachée de son carnet, dans la barque, et sur laquelle il avait inscrit la phrase.|C’était la page que Lupin avait arrachée de son carnet, dans la barque, et sur laquelle il avait inscrit la phrase.|7.2
lupincontresholme/lupincontresholme_2942.wav|– Et remarquez, nota Sholmès, avec satisfaction, que rien ne l’obligeait à me donner cette feuille, et, par conséquent, à se faire reconnaître.|– Et remarquez, nota Sholmès, avec satisfaction, que rien ne l’obligeait à me donner cette feuille, et, par conséquent, à se faire reconnaître.|8.39
lupincontresholme/lupincontresholme_2943.wav|Simple gaminerie de sa part, et qui m’a renseigné. – Qui vous a renseigné…. dit le Baron. Je ne vois rien cependant…|Simple gaminerie de sa part, et qui m’a renseigné. – Qui vous a renseigné . dit le Baron. Je ne vois rien cependant|8.49
lupincontresholme/lupincontresholme_2944.wav|Sholmès repassa au crayon les lettres et les chiffres.|Sholmès repassa au crayon les lettres et les chiffres.|3.97
lupincontresholme/lupincontresholme_2945.wav|CDEHNOPRZEO-237. – Eh bien ?|sept. – Eh bien ?|7.79
lupincontresholme/lupincontresholme_2946.wav|fit M. d’Imblevalle, c’est la formule que vous venez de nous montrer vous-même. – Non.|fit Monsieur d’Imblevalle, c’est la formule que vous venez de nous montrer vous-même. – Non.|5.72
lupincontresholme/lupincontresholme_2947.wav|Si vous aviez tourné et retourné cette formule dans tous les sens, vous auriez vu du premier coup d’œil, comme je l’ai vu, qu’elle n’est pas semblable à la première.|Si vous aviez tourné et retourné cette formule dans tous les sens, vous auriez vu du premier coup d’œil, comme je l’ai vu, qu’elle n’est pas semblable à la première.|8.98
lupincontresholme/lupincontresholme_2948.wav|– Et en quoi donc ? – Elle comprend deux lettres de plus, un E et un O. – En effet,|– Et en quoi donc ? – Elle comprend deux lettres de plus, un E et un O. – En effet,|8.12
lupincontresholme/lupincontresholme_2949.wav|je n’avais pas observé… – Rapprochez ces deux lettres du C et du H qui nous restaient en dehors du mot « répondez »|je n’avais pas observé – Rapprochez ces deux lettres du C et du H qui nous restaient en dehors du mot répondez|8.49
lupincontresholme/lupincontresholme_2950.wav|et vous constaterez que le seul mot possible est ECHO. – Ce qui signifie ? –|et vous constaterez que le seul mot possible est ECHO. – Ce qui signifie ? –|6.79
lupincontresholme/lupincontresholme_2951.wav|Ce qui signifie l’Écho de France, le journal de Lupin, son organe officiel, celui auquel il réserve ses « communiqués ».|Ce qui signifie l’ cho de France, le journal de Lupin, son organe officiel, celui auquel il réserve ses communiqués .|8.71
lupincontresholme/lupincontresholme_2952.wav|Répondez à « l’Écho de France, rubrique de la petite correspondance, numéro 237 ».|Répondez à l’ cho de France, rubrique de la petite correspondance, numéro trente-sept .|7.48
lupincontresholme/lupincontresholme_2953.wav|C’était là le mot de l’énigme que j’ai tant cherché, et que Lupin m’a fourni avec tant de bonne grâce.|C’était là le mot de l’énigme que j’ai tant cherché, et que Lupin m’a fourni avec tant de bonne grâce.|7.6
lupincontresholme/lupincontresholme_2954.wav|J’arrive des bureaux de l’Écho de France. – Et vous avez trouvé ?|J’arrive des bureaux de l’ cho de France. – Et vous avez trouvé ?|4.8
lupincontresholme/lupincontresholme_2955.wav|– J’ai trouvé toute l’histoire détaillée des relations d’Arsène Lupin et de… sa complice.|– J’ai trouvé toute l’histoire détaillée des relations d’Arsène Lupin et de sa complice.|6.97
lupincontresholme/lupincontresholme_2956.wav|Et Sholmès étala sept journaux ouverts à la quatrième page et dont il détacha les sept lignes suivantes : 1°|Et Sholmès étala sept journaux ouverts à la quatrième page et dont il détacha les sept lignes suivantes : premier|9.47
lupincontresholme/lupincontresholme_2957.wav|ARS. LUP. Dame impl. protect. 540.|ARS. LUP. Dame impl. protect. zero.|9.47
lupincontresholme/lupincontresholme_2958.wav|2° 540. Attends explications. A. L. 3°|deuxième zero. Attends explications. A. L. troisième|8.59
lupincontresholme/lupincontresholme_2959.wav|A. L. Sous domin. ennemie. Perdue.|A. L. Sous domin. ennemie. Perdue.|8.66
lupincontresholme/lupincontresholme_2960.wav|4° 540. Ecrivez adresse. Ferai enquête. 5°|quatrième zero. Ecrivez adresse. Ferai enquête. cinquième|7.24
lupincontresholme/lupincontresholme_2961.wav|A. L. Murillo. 6° 540.|A. L. Murillo. sixième zero.|7.02
lupincontresholme/lupincontresholme_2962.wav|Parc trois heures. Violettes. 7° 237. Entendu sam.|Parc trois heures. Violettes. septième sept. Entendu sam.|9.85
lupincontresholme/lupincontresholme_2963.wav|serai dim. mat. parc.|serai dim. mat. parc.|7.79
lupincontresholme/lupincontresholme_2964.wav|– Et vous appelez cela une histoire détaillée ! s’écria M. d’Imblevalle…|– Et vous appelez cela une histoire détaillée ! s’écria Monsieur d’Imblevalle|5.38
lupincontresholme/lupincontresholme_2965.wav|– Mon Dieu, oui, et pour peu que vous y prêtiez attention, vous serez de mon avis.|– Mon Dieu, oui, et pour peu que vous y prêtiez attention, vous serez de mon avis.|4.89
lupincontresholme/lupincontresholme_2966.wav|Tout d’abord, une dame qui signe 540, implore la protection d’Arsène Lupin, à quoi Lupin riposte par une demande d’explications.|Tout d’abord, une dame qui signe quarante, implore la protection d’Arsène Lupin, à quoi Lupin riposte par une demande d’explications.|9.85
lupincontresholme/lupincontresholme_2967.wav|La dame répond qu’elle est sous la domination d’un ennemi, de Bresson sans aucun doute, et qu’elle est perdue si l’on ne vient à son aide.|La dame répond qu’elle est sous la domination d’un ennemi, de Bresson sans aucun doute, et qu’elle est perdue si l’on ne vient à son aide.|8.87
lupincontresholme/lupincontresholme_2968.wav|Lupin, qui se méfie, qui n’ose encore s’aboucher avec cette inconnue, exige l’adresse et propose une enquête.|Lupin, qui se méfie, qui n’ose encore s’aboucher avec cette inconnue, exige l’adresse et propose une enquête.|7.96
lupincontresholme/lupincontresholme_2969.wav|La dame hésite pendant quatre jours – consultez les dates|La dame hésite pendant quatre jours – consultez les dates|3.59
